,RESEARCH_ASSET_ID,ASSET_TITLE,ASSET_SUBTITLE,ASSET_DOI,ASSET_PMID,ASSET_ISBN,ASSET_EISBN,ASSET_PMCID,ASSET_GOVTNUM,ASSET_PUBLISHER,ASSET_PUBLICATIONPLACE,ASSET_PUBLISHDATE,ASSET_AVAILDATE,ASSET_ACCEPTDATE,ASSET_COPYRIGHTDATE,ASSET_CREATEDATE,ASSET_OPENINGDATE,ASSET_PERFORMANCEDATE,ASSET_RESTYPE,ASSET_RESSUBTYPE,ASSET_KEYWORDS,ASSET_PEEREVIEW,ASSET_LANG,ASSET_ABSTRACT,ASSET_COPYRIGHT,ASSET_LICENSECODE,ASSET_ACCESSRIGHT,ASSET_ACCESSRIGHTDATE,ASSET_AFFILIATION,ASSET_GRANTNOTE,ASSET_ORIGASSET_ID,ASSET_SUBMITDATE,ASSET_ORIG_REPOSITORYNAME,ASSET_PAGES,ASSET_SIZE,ASSET_EXTENT,ASSET_FORMAT,ASSET_EDITION,ASSET_SUBJECT,ASSET_SDG,ASSET_OPENACCESS,ASSET_OPENACCESSSTATUS,ASSET_PRVNCE,ASSET_ALTTITLE,ASSET_TRANSLATTI,ASSET_OTHERTIT,ASSET_SERIES,ASSET_VOLNUM,ASSET_IDURI,ASSET_HANDLE,ASSET_IDOTHER,ASSET_IDPQDT,ASSET_ARXIV,ASSET_DATESUB,ASSET_DATEUPD,ASSET_DATEVALID,ASSET_DATEEPUB,ASSET_DATEPOSTED,ASSET_DATEOTHER,ASSET_DATEAPP,ASSET_DATECOMPL,ASSET_DATEDEGREE,ASSET_DATEDEF,ASSET_DATEPRESNT,ASSET_CONFNAME,ASSET_CONFNUM,ASSET_CONFLOC,ASSET_CONFDAT,ASSET_EVNTNAM,ASSET_EVNTLOC,ASSET_EVNTDAT,ASSET_EVNTTYP,ASSET_EVNTNUM,ASSET_DGRGRANT,ASSET_DGRLEVEL,ASSET_DGRNAME,ASSET_PRIMARYSUBJ,ASSET_SECONDARYSUBJ,ASSET_PAGESUNPAGINATED,ASSET_APPLICATIONDATE,ASSET_RENEWEDDATE,ASSET_PATENT_STATUS,ASSET_PATENT_NUMBER,ASSET_PATENT_ABBREVNUM,ASSET_PATENT_KINDCODE,ASSET_PATENT_APPLICATIONNUM,ASSET_PATENT_APPLICATIONCODE,ASSET_PATENT_AGENCY,ASSET_WOS,ASSET_SCOPUS,ASSET_ARK,ASSET_SICI,ASSET_RNO,ASSET_ISMN,ASSET_PORTAL_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL01,ASSET_PROFILE_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL02,ASSET_COMMENT,ASSET_IDENTIFIER_ADDITIONAL03,ASSET_METHODS,ASSET_IDENTIFIER_ADDITIONAL04,ASSET_SERIESINFO,ASSET_IDENTIFIER_ADDITIONAL05,ASSET_EDUCTNLEVEL,ASSET_IDENTIFIER_ADDITIONAL06,ASSET_INSTRUCTMETHOD,ASSET_IDENTIFIER_ADDITIONAL07,ASSET_TECHINFO,ASSET_IDENTIFIER_ADDITIONAL08,ASSET_SPATIALDESC,ASSET_IDENTIFIER_ADDITIONAL09,ASSET_TEMPORALDESC,ASSET_OTHERDESC,ASSET_BIBLIOGRAPH,ASSET_COVERAGE,ASSET_ILLUSTRATION,ASSET_DATECOLLECT,ASSET_DATEISSUE,ASSET_DATERENEW,ASSET_ANZTOA,ASSET_COURSENAME,ASSET_COURSENUMB,ASSET_LEARNTIME,ASSET_MOBILCOMPAT,ASSET_SRCCODEAVAIL,ASSET_SERIESNUMBER,ASSET_PUBSEASON,ASSET_DGRSEASON,ASSET_DGRPRG,ASSET_LOCLFLD1,ASSET_LOCLFLD2,ASSET_LOCLFLD3,ASSET_LOCLFLD4,ASSET_LOCLFLD5,ASSET_LOCLFLD6,ASSET_LOCLFLD7,ASSET_LOCLFLD8,ASSET_LOCLFLD9,ASSET_LOCLFLD10,ASSET_LOCLFLD11,ASSET_LOCLFLD12,ASSET_LOCLFLD13,ASSET_LOCLFLD14,ASSET_LOCLFLD15,ASSET_PROJTYPE,ASSET_AUDIENCE,PRTOF_EPAGE,PRTOF_SPAGE,PRTOF_ISSUE,PRTOF_ARTICLENUMBER,PRTOF_VOL,PRTOF_ISSN,PRTOF_EISSN,PRTOF_ISBN,PRTOF_EISBN,PRTOF_TITLE,PRTOF_DOI,PRTOF_PAGES,PRTOF_NLMABRV,CREATOR_FAMNAME,CREATOR_GIVNAME,CREATOR_MIDNAME,CREATOR_NAMESUF,CREATOR_AFFILIATION,CREATOR_EMAIL,CREATOR_RESEARCHERID,CREATOR_ORCID,CREATOR_PRIMARYID,CREATOR_BRCODE,CREATOR_ADDITIONAL,OCREATOR_ORGANIZATION,CONT_TYPE,CONT_CONTNAME,CONT_FAMNAME,CONT_GIVNAME,CONT_MIDNAME,CONT_NAMESUF,CONT_AFFILIATION,CONT_EMAIL,CONT_RESEARCHERID,CONT_ORCID,CONT_PRIMARYID,CONT_BRCODE,CONT_ADDITIONAL,OCONT_ORGANIZATION,LINK_LINKURL,LINK_LINKTITLE,LINK_LINKDESC,LINK_CONTENTTYPE,LINK_LINKLCNSE,LINK_LINKRIGHTS,LINK_LINKOWN,LINK_ORDER,LINK_DISPLAY_IN_VIEWER,FILE_FILEURL,FILE_DESCRIPTION,FILE_DISPLAY_NAME,FILE_CONTENTTYPE,FILE_ORDER,FILE_RIGHTS,FILE_RIGHTS_REASON,FILE_RIGHTS_DATE,FILE_LICENSE,FILE_SUPPLEMENTAL
"ASSET","99995962900561","another thesis","","","","","","","","","","","","","","","","","etd.doctoral","","","","eng","","","","","","TR_INTEGRATION_INST___Faculty_of_Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Esploro University","2","DPT","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Exegesis","","","","","","","","","","","exegesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99995962900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99997362800561","Bears with Hats and Independence Polynomials","","10.1007/978-3-030-86838-3_22","","","","","","Springer International Publishing","Cham","20210920","","","","","","","publication.bookChapter","","Chordal graphs@@Hat guessing game@@Independence polynomial","YES","eng","Consider the following hat guessing game. A bear sits on each vertex of a graph G, and a demon puts on each bear a hat colored by one of h colors. Each bear sees only the hat colors of his neighbors. Based on this information only, each bear has to guess g colors and he guesses correctly if his hat color is included in his guesses. The bears win if at least one bear guesses correctly for any hat arrangement.@@We introduce a new parameter—fractional hat chromatic number μ^\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\hat{\mu }$$\end{document}, arising from the hat guessing game. The parameter μ^\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\hat{\mu }$$\end{document} is related to the hat chromatic number which has been studied before. We present a surprising connection between the hat guessing game and the independence polynomial of graphs. This connection allows us to compute the fractional hat chromatic number of chordal graphs in polynomial time, to bound fractional hat chromatic number by a function of maximum degree of G, and to compute the exact value of μ^\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\hat{\mu }$$\end{document} of cliques, paths, and cycles.","","","","","TR_INTEGRATION_INST___School_of_Computer_Science@@TR_INTEGRATION_INST___Faculty_of_Engineering@@TR_INTEGRATION_INST___Department_of_Information_Science","","","","","","","","","","","","YES","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99997362800561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295","283","","","","0302-9743","","9783030868376@@3030868370","","Graph-Theoretic Concepts in Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","99997362800561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-3-030-86838-3_22","","","published","","","","1","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99997362900561","FPT Algorithms to Compute the Elimination Distance to Bipartite Graphs and More","","10.1007/978-3-030-86838-3_6","","","","","","Springer International Publishing","Cham","20210920","","","","","","","publication.bookChapter","","Elimination distance@@FPT@@Odd cycle transversal","YES","eng","For a hereditary graph class H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}, the H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}-elimination distance of a graph G is the minimum number of rounds needed to reduce G to a member of H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document} by removing one vertex from each connected component in each round. The H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}-treewidth of a graph G is the minimum, taken over all vertex sets X for which each connected component of G-X\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$G - X$$\end{document} belongs to H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}, of the treewidth of the graph obtained from G by replacing the neighborhood of each component of G-X\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$G-X$$\end{document} by a clique and then removing V(G)\X\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$V(G) \setminus X$$\end{document}. These parameterizations recently attracted interest because they are simultaneously smaller than the graph-complexity measures treedepth and treewidth, respectively, and the vertex-deletion distance to H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}. For the class H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document} of bipartite graphs, we present non-uniform fixed-parameter tractable algorithms for testing whether the H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}-elimination distance or H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document}-treewidth of a graph is at most k. Along the way, we also provide such algorithms for all graph classes H\documentclass[12pt]{minimal}@@\usepackage{amsmath}@@\usepackage{wasysym}@@\usepackage{amsfonts}@@\usepackage{amssymb}@@\usepackage{amsbsy}@@\usepackage{mathrsfs}@@\usepackage{upgreek}@@\setlength{\oddsidemargin}{-69pt}@@\begin{document}$$\mathcal {H}$$\end{document} defined by a finite set of forbidden induced subgraphs.","","","","","TR_INTEGRATION_INST___Faculty_of_Engineering@@TR_INTEGRATION_INST___Department_of_Information_Science","","","","","","","","","","","","NO","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99997362900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","80","","","","0302-9743","","9783030868376@@3030868370","","Graph-Theoretic Concepts in Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998750700561","A Team Production Theory of Corporate Law","","10.4324/9781315574288-6","","","","","","Routledge","","2009","","","","","","","publication.bookChapter","","Business Judgment Rule@@Public Corporation@@Make Firm Specific Investments@@Contracting Problems@@Principal Agent Model@@Principal Agent Approach@@Shareholder Voting Rights@@Mediating Hierarchy@@Public Corporation Law@@Principal Agent Problem@@Shareholder Primacy Norm@@Corporate Coalition@@Horizontal Interactions@@Firm Specific Human Capital@@Firm Specific Investment@@Team Production Theory@@Control Rights@@Firm’s Shareholders@@Corporate Law@@Principal Agent Analysis@@Team Production@@Explicit Contracts@@Derivative Suit@@Team Members@@Fiduciary Duties","NO","eng","In this chapter, the authors take issue with both the prevailing principal-agent model of the public corporation and the shareholder wealth maximization goal that underlies it. Because corporations are fictional entities that can only act through human agents, problems of agent fealty are frequently encountered by those who study and practice corporate law. Thus, while the principal-agent problem may be important in understanding the business firm, authors question whether it necessarily provides special insight into the theory of the public corporation. The authors explore an alternative approach that they believe may go much further in explaining both the distinctive legal doctrines that apply to public corporations and the unique role these business entities have come to play in American economic life: the team production approach. In the economic literature, team production problems are said to arise in situations where a productive activity requires the combined investment and coordinated effort of two or more individuals or groups.","","","","","","","","","","","","","","1","","","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998750700561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","169","","","","","","9781315574288@@1315574284","9781315574288@@1315574284","Corporate Governance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998752000561","Forewords","","10.1017/9781108658386.001","","","","","","Cambridge Univ Press","CAMBRIDGE","20200101","","","","","","","publication.bookChapter","","Business@@Business & Economics@@Government & Law@@Law@@Social Sciences","NO","eng","","","","","","","","","","","4","","","","","","","","","","","","","Cambridge Law Handbooks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WOS:000780882500001","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998752000561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XXII","XIX","","","","","","9781108473293@@1108473296@@9781108658386@@1108658385","9781108473293@@1108473296","The Cambridge Handbook of Corporate Law, Corporate Governance and Sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998753100561","Boards of directors and corporate performance under a team production model","","10.4337/9781782546856.00025","","","","","","Edward Elgar Publishing","","20150731","","","","","","","publication.bookChapter","","Corporate Law and Governance","NO","eng","For at least the last three decades, the standard framework in legal scholarship and finance for thinking about shareholder power and the role of corporate boards of directors has been the principal-agent model (Jensen and Meckling 1976; Fama 1980; Easterbrook and Fischel 1991). Under this model corporations are viewed as bundles of assets that belong to shareholders. In fact Grossman and Hart (1986) define a ‘firm’ as ‘those assets that it owns or over which it has control’. Boards of directors are viewed as agents of shareholders (Jensen and Meckling 1976; Easterbrook and Fischel 1991) whose job it is to oversee the work that corporate managers do, to make sure managers focus on maximizing the value of equity in the corporation (Baysinger and Butler 1985; Bainbridge 2003, 2006). Despite this widespread belief about what boards of directors are supposed to do, scholars of corporate governance do not much agree about what factors make boards of directors more effective. With few exceptions (which will be discussed in section I), the findings of empirical research on the relationship between board structure, composition, or practices, and corporate performance, have been consistently mixed and inconclusive, leading some scholars to complain that corporate boards of directors are generally ineffectual at monitoring corporate managers (Gevurtz 2003).","","","","","","","","","","20","","","","","","","NO","","","","","","Research Handbooks in Corporate Law and Governance series","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998753100561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268","249","","","","","","9781782546849@@1782546847","9781782546856@@1782546855","Research Handbook on Shareholder Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998753600561","The growing intangibles reporting discrepancy","","","","","","","","","","20030101","","","","","","","publication.bookChapter","","Assets@@Capital@@Intellectuals@@Investment@@Management@@Measurement@@Property@@Risk@@Stock exchange@@Value","NO","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998753600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0199256934@@9780199256938","","Intangible assets: values, measures, and risks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998649500561","Should Directors Be Professionals?","","","","","","","","M I T PRESS","CAMBRIDGE","20050101","","","","","","","publication.bookChapter","","Business@@Business & Economics@@Management@@Social Sciences","NO","eng","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WOS:000280016100007","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998649500561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","79","","","","","","","0262254050@@9780262254052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998649800561","Whose Interests Should Corporations Serve?","","10.3138/9781442673496-005","","","","","","University of Toronto Press","Toronto","2016","","","","","","","publication.bookChapter","","","NO","eng","","","","","","","","","","","24","","","","","","","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998649800561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","47","","","","","","0802081274@@9780802081278@@1442673494@@9781442673496","1442673494@@9781442673496","The Corporation and Its Stakeholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998651500561","Shareholder rights in European corporations: impact on economic performance:Round table discussion","","","","","","","","Edward Elgar Publishing","","20090101","","","","","","","publication.bookChapter","","","NO","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998651500561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Does Company Ownership Matter?, (pp. 187-220): Edward Elgar Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998651600561","The Neglected Benefits of the Corporate Form: Entity Status and the Separation of Asset Ownership from Control","","10.1093/acprof:oso/9780199269761.003.0003","","","","","","Oxford University PressOxford","","20040909","","","","","","","publication.bookChapter","","","NO","eng","Abstract This chapter criticizes current contractarian views of the firm in law and economics, reminding that the forgotten merit of the corporate form of enterprise is precisely the separation between individual investors/claimants and the firm as a juridical person and separate entity, that is not ‘owned’ by either investors, nor managers, nor any other participant in the enterprise. Furthermore, it is argued — and corroborated with historical evidence on the emergence of corporate law in the US and on the case of Singer — that shareholders themselves ‘are better off because they have, in the corporation, a mechanism for committing capital to an enterprise and yielding control rights to directors almost irrevocably’. In other terms, the separation of ownership and control, rather than being ‘a problem’ and in spite of entailing some costs, is the very virtue of the corporate form. The chapter concludes with a review of implications for devising effective institutions, especially in transition economies.","","","","","","","","","","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99998651600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9780199269761@@0199269769@@9780191710087@@0191710083","9780191710087@@0191710083","Crossref","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99998652700561","Shareholder rights in European corporations: impact on economic performance","Round table discussion","","","","","","","Edward Elgar Publishing","","2009","","","","","","","publication.bookChapter","","Economics and Finance@@Humanities and Social Sciences","NO","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
